ID,Parity,maxDIM,Parity_class,Lac_len_group,a,b,b0,c,Tp,Mp,MY_tmax,t_max,Persistency,Model
1705_3,3,378,Multiparous,Group1,17.5230360513759,0.39895579486636,,0.00683598321185815,58.3611431599634,59.5594083278874,14.1155233455175,378,-0.142172592630415,Wood
1705_3,3,378,Multiparous,Group1,71.1638511883692,40.3553933637452,0.0418350498059481,0.162372147354227,55.9714558695327,58.1943990477181,9.78717401678536,378,-0.150319671697553,Wilmink
1719_5,5,431,Multiparous,Group2,21.0859411529895,0.122877483818599,0.000568466777567143,0.117474355661195,79.1035363107287,26.0679925649508,0.542494337683923,431,-0.0725369557842622,Dijkstra
1719_5,5,431,Multiparous,Group2,3.908530736059,0.633126693183688,,0.0102357002785377,61.8547511117762,28.2628664555711,2.20822641919174,431,-0.0705809978994707,Wood
1719_5,5,431,Multiparous,Group2,33.6422713658367,17.1275987730675,0.0340822318106808,0.0867149932478996,55.948229044425,26.2464336535642,-3.73189787148747,431,-0.0799311824302855,Wilmink
1722_3,3,408,Multiparous,Group2,20.3188100649223,0.0107083580806718,0.0028420215560282,0.00789889747074331,107.07215639043,23.4375188800572,10.750492630908,408,-0.0421596954837108,Dijkstra
1722_3,3,408,Multiparous,Group2,9.94892899009365,0.264756943677776,,0.00338516631984495,78.2109115660535,24.2130516245456,12.2784018583234,408,-0.0361887345117927,Wood
1722_3,3,408,Multiparous,Group2,37.791446497498,18.0068760762773,0.0084344241017182,0.0657042541557732,99.3442401385385,23.4740965761403,10.4074444029379,408,-0.042334062319353,Wilmink
1738_3,3,414,Multiparous,Group2,33.9221622794103,0.0327506354904792,0.0425192941169424,0.00343977160717348,52.9998753993154,56.3237065301836,17.6415444648234,414,-0.10715276652092,Dijkstra
1738_3,3,414,Multiparous,Group2,27.0423248615069,0.239541704458229,,0.00468198121888522,51.1624659005496,54.6232495427149,16.4859616170474,414,-0.105108442047824,Wood
1738_3,3,414,Multiparous,Group2,61.1809219649007,32.7774708784577,0.0685367661127814,0.113321824998243,43.5806960050368,54.5888322038048,14.2656864156126,414,-0.10885811120886,Wilmink
1767_5,5,328,Multiparous,Group1,27.9404804481723,0.0452004313536668,0.0706094824565672,0.0017834407225516,45.7808502324565,47.623106219598,29.5255134240955,328,-0.0641260269206004,Dijkstra
1767_5,5,328,Multiparous,Group1,29.1250040816337,0.152993103844897,,0.00276909153875935,55.2502875775075,46.1728948393586,28.4920801697919,328,-0.0648243201157949,Wood
1767_5,5,328,Multiparous,Group1,51.030264009831,26.6960207593328,0.0783381454072432,0.0677728927543521,43.7767176187675,47.1982565023027,28.8007551862184,328,-0.064729043876875,Wilmink
1776_4,4,322,Multiparous,Group1,22.130665100403,0.474260665893391,3.55935448305913e-05,0.472951087748039,77.6861090955542,23.2849861228132,14.1096238237051,322,-0.0375556308531665,Dijkstra
1776_4,4,322,Multiparous,Group1,16.9347969889413,0.120192221235779,,0.00240557235831078,49.964084771983,24.0296058260869,15.6243778317103,322,-0.0308974937641285,Wood
1776_4,4,322,Multiparous,Group1,253.102639573991,230.811583960161,0.00126641879341563,0.266598393588659,72.6863906710661,23.2109533101645,13.7404099665365,322,-0.0379864676024684,Wilmink
1789_2,2,347,Multiparous,Group1,37.2190811780225,0.0360294988563117,0.0509285673919095,0.00220765643291181,54.8298655023295,64.063809481233,35.100536456354,347,-0.0991315319571442,Dijkstra
1789_2,2,347,Multiparous,Group1,33.5676692896758,0.200161242741012,,0.00336881117523897,59.4159875187463,62.2384771210583,33.6291758667008,347,-0.0994815428281934,Wood
1789_2,2,347,Multiparous,Group1,70.5127497279656,39.2899186278594,0.0605796736670854,0.10607627316732,51.3500453111911,63.3147074197848,33.704282909737,347,-0.100153658204395,Wilmink
1797_2,2,418,Multiparous,Group2,17.5618943951372,0.0401920114444843,0.0474022886786791,0.00200092511345329,63.2893201758042,34.6318747197025,17.7651123753993,418,-0.0475507598267489,Dijkstra
1797_2,2,418,Multiparous,Group2,16.1025827351744,0.223142636988011,,0.00311259834785846,71.6901482459305,33.4208925526487,16.8556651403044,418,-0.0478335436558933,Wood
1797_2,2,418,Multiparous,Group2,37.9871441498266,25.9556070136763,0.0578662391788745,0.0505403598689134,58.6136166433084,34.1513911035408,16.8612737238089,418,-0.0481101070614892,Wilmink
